time,input_u,output_y,mode_q
8.05,0.406440025628274,1.18593424169651,1
8.06,0.382360096076389,1.17573810692534,1
8.07,0.35853561061761,1.16556235809913,1
8.08,0.33497033141437,1.15540916190515,1
8.09,0.31166797969744,1.14528074274277,1
8.1,0.28863223517828,1.13517938458126,1
8.11,0.265866735467991,1.12510743285608,1
8.12,0.243375075502879,1.11506729640093,1
8.13,0.22116080697679,1.10506144941211,1
8.14,0.199227437780231,1.09509243344123,1
8.15,0.177578431446471,1.08516285941165,1
8.16,0.156217206604566,1.07527540965306,1
8.17,0.135147136439547,1.06543283994795,1
8.18,0.114371548159741,1.05563798158258,1
8.19,0.0938937224713818,1.04589374339432,1
8.2,0.0737168930605299,1.03620311380565,1
8.21,0.05384424608244,1.02656916283436,1
8.22,0.0342789196584525,1.01699504406779,1
8.23,0.0150240033804128,1.00748399658774,1
8.24,-0.00391746217719202,0.998039346830979,1
8.25,-0.0225424859373682,0.988664510368725,1
8.26,-0.0408481267929584,0.979362993586669,1
8.27,-0.0588314940710681,0.9701383952452,1
8.28,-0.0764897479895303,0.960994407897606,1
8.29,-0.093820100105352,0.951934819141861,1
8.3,-0.110819813755039,0.942963512679553,1
8.31,-0.12748620448673,0.934084469153229,1
8.32,-0.14381664048413,0.925301766731195,1
8.33,-0.159808542982089,0.916619581406546,1
8.34,-0.175459386673814,0.908042186974915,1
8.35,-0.190766700109657,0.899573954653169,1
